question_id,level,pass_count,pass_models,fail_models,avg_score,avg_duration_ms,llama33_70b_pass,llama33_70b_score,llama33_70b_duration_ms,llama33_70b_failures,llama4_maverick_pass,llama4_maverick_score,llama4_maverick_duration_ms,llama4_maverick_failures,llama4_scout_pass,llama4_scout_score,llama4_scout_duration_ms,llama4_scout_failures,llama31_8b_pass,llama31_8b_score,llama31_8b_duration_ms,llama31_8b_failures
AGI-070,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.205,3141,0,0.091,2897,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.CEX_USDC|agi_validation_failed:exit_allocation_units.Curve_3pool|agi_validation_failed:exit_allocation_units.OTC_Tether|agi_validation_failed:exit_allocation_units.DEX_thin|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,0,0.273,4183,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.CEX_USDC|agi_validation_failed:exit_allocation_units.Curve_3pool|agi_validation_failed:exit_allocation_units.OTC_Tether|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,0,0.364,996,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.OTC_Tether|agi_validation_failed:exit_allocation_units.DEX_thin|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:self_check,0,0.091,4487,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.CEX_USDC|agi_validation_failed:exit_allocation_units.Curve_3pool|agi_validation_failed:exit_allocation_units.OTC_Tether|agi_validation_failed:exit_allocation_units.Aave_repay|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check
AGI-071,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.159,6024,0,0.182,5779,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.Binance_convert|agi_validation_failed:exit_allocation_units.Curve_stables|agi_validation_failed:exit_allocation_units.DEX_BSC|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,0,0.273,2071,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.Binance_convert|agi_validation_failed:exit_allocation_units.Curve_stables|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,0,0.091,2537,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|missing_field|missing_field|missing_field|missing_field|missing_field|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:self_check,0,0.091,13707,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.Binance_convert|agi_validation_failed:exit_allocation_units.OTC_Asia|agi_validation_failed:exit_allocation_units.Curve_stables|agi_validation_failed:exit_allocation_units.Aave_loop_close|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check
AGI-072,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.250,4685,0,0.273,7457,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.CEX_USDC|agi_validation_failed:exit_allocation_units.Curve_USDe|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,0,0.182,2440,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.CEX_USDC|agi_validation_failed:exit_allocation_units.Curve_USDe|agi_validation_failed:exit_allocation_units.OTC_block|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,0,0.273,3704,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.CEX_USDC|agi_validation_failed:exit_allocation_units.Curve_USDe|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,0,0.273,5137,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.CEX_USDC|agi_validation_failed:exit_allocation_units.Curve_USDe|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check
AGI-073,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.227,7059,0,0.182,15342,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.CEX_convert|agi_validation_failed:exit_allocation_units.Curve_legacy|agi_validation_failed:exit_allocation_units.DEX_thin|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,0,0.182,4427,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.CEX_convert|agi_validation_failed:exit_allocation_units.Curve_legacy|agi_validation_failed:exit_allocation_units.DEX_thin|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,0,0.273,4356,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.CEX_convert|agi_validation_failed:exit_allocation_units.Curve_legacy|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check,0,0.273,4112,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:exit_allocation_units.CEX_convert|agi_validation_failed:exit_allocation_units.Curve_legacy|agi_validation_failed:expected_recovered_usd|agi_validation_failed:fast_cash_usd|agi_validation_failed:largest_visible_exit_units|agi_validation_failed:self_check
AGI-074,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.292,3905,0,0.250,6021,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.CEX_internal|agi_validation_failed:expected_arrival_usd|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check,0,0.333,1833,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.Hop|agi_validation_failed:route_allocation_usd.CEX_internal|agi_validation_failed:expected_cost_usd|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check,0,0.333,3677,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.Hop|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check,0,0.250,4089,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Circle_CCTP|agi_validation_failed:route_allocation_usd.Across|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.CEX_internal|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:self_check
AGI-075,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.333,3735,0,0.417,5954,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check,0,0.333,6694,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Circle_CCTP|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.CEX_internal|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:self_check,0,0.417,795,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.Synapse|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:self_check,0,0.167,1496,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Circle_CCTP|agi_validation_failed:route_allocation_usd.Across|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.CEX_internal|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check
AGI-076,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.333,5241,0,0.250,6655,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.CEX_internal|agi_validation_failed:expected_arrival_usd|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check,0,0.250,8607,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.Hop|agi_validation_failed:route_allocation_usd.CEX_internal|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check,0,0.333,999,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.Hop|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check,0,0.500,4704,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:self_check
AGI-077,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.375,5450,0,0.333,8119,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:expected_arrival_usd|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check,0,0.417,3927,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.CEX_internal|agi_validation_failed:expected_cost_usd|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check,0,0.417,1139,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:expected_arrival_usd|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:self_check,0,0.333,8613,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:route_allocation_usd.Stargate|agi_validation_failed:route_allocation_usd.Legacy_PoS|agi_validation_failed:expected_cost_usd|agi_validation_failed:max_route_share_pct|agi_validation_failed:arrival_minutes|agi_validation_failed:self_check
AGI-078,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.036,3022,0,0.000,3525,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:selected_hedges|agi_validation_failed:premium_usd|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check,0,0.000,1429,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:selected_hedges|agi_validation_failed:premium_usd|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check,0,0.000,4079,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:selected_hedges|agi_validation_failed:premium_usd|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check,0,0.143,3053,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:premium_usd|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check
AGI-079,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.143,3896,0,0.286,4297,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check,0,0.286,1363,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check,0,0.000,4452,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:selected_hedges|agi_validation_failed:premium_usd|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check,0,0.000,5472,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:selected_hedges|agi_validation_failed:premium_usd|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check
AGI-080,11,0,,meta-llama/llama-3.3-70b-instruct;meta-llama/llama-4-maverick;meta-llama/llama-4-scout;meta-llama/llama-3.1-8b-instruct,0.036,3723,0,0.000,4198,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:selected_hedges|agi_validation_failed:premium_usd|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check,0,0.000,1649,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:selected_hedges|agi_validation_failed:premium_usd|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check,0,0.000,3286,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:selected_hedges|agi_validation_failed:premium_usd|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check,0,0.143,5757,agi_validation_failed:intent|agi_validation_failed:chosen_strategy|agi_validation_failed:selected_hedges|agi_validation_failed:worst_case_pnl_usd|agi_validation_failed:expected_pnl_usd|agi_validation_failed:self_check
